# Rime user dictionary
#@/db_name	pinyin_simp.userdb
#@/db_type	userdb
#@/rime_version	1.2.9
#@/tick	2113
#@/user_id	6a1fb6ce-71d4-4c3d-8498-654831c224b0
ren lei 	人类	c=2 d=0.186374 t=2113
ren shi 	认识	c=1 d=0.213312 t=2113
ren wei 	认为	c=1 d=0.0564161 t=2113
ri zi 	日子	c=1 d=0.50409 t=2113
rou 	肉	c=1 d=0.0277367 t=2113
ru chong 	蠕虫	c=1 d=0.0555762 t=2113
ru guo 	如果	c=1 d=0.172045 t=2113
ru he 	如何	c=2 d=0.344129 t=2113
san da 	三大	c=1 d=0.0114473 t=2113
san zhan 	三站	c=1 d=0.00790705 t=2113
sao 	骚	c=1 d=0.615697 t=2113
sao rao 	骚扰	c=1 d=0.0954934 t=2113
sao rao o 	骚扰哦	c=1 d=0.0837432 t=2113
se yu 	色欲	c=1 d=0.0234005 t=2113
sha 	傻	c=3 d=0.893076 t=2113
sha 	啥	c=7 d=2.62574 t=2113
sha 	杀	c=1 d=0.011109 t=2113
sha shi hou 	啥时候	c=1 d=0.104874 t=2113
shai 	晒	c=1 d=0.951229 t=2113
shan chu 	删除	c=1 d=0.99005 t=2113
shan tou 	山头	c=0 d=0.0257947 t=2113
shan tou ren 	山头人	c=1 d=0.25924 t=2113
shang 	上	c=5 d=2.00411 t=2113
shang cheng 	商城	c=1 d=0.00951391 t=2113
shang ci 	上次	c=1 d=0.0808629 t=2113
shang mian 	上面	c=1 d=0.343009 t=2113
shang qu 	上去	c=0 d=0.0232236 t=2113
shang tou 	上头	c=1 d=0.22313 t=2113
shao 	少	c=4 d=0.965605 t=2113
she ji 	设计	c=9 d=0.106875 t=2113
she zhi 	设置	c=1 d=0.0095616 t=2113
shen 	深	c=1 d=0.818731 t=2113
shen jing zhi 	神经质	c=1 d=0.0280154 t=2113
shen me 	什么	c=7 d=0.604741 t=2113
shen qing 	申请	c=3 d=2.14263 t=2113
shen ti 	身体	c=1 d=0.637628 t=2113
sheng 	省	c=1 d=0.278037 t=2113
sheng 	胜	c=4 d=0.114535 t=2113
sheng chang 	胜场	c=1 d=0.0145524 t=2113
sheng lv 	胜率	c=1 d=0.017953 t=2113
shi 	事	c=2 d=0.121625 t=2113
shi 	屎	c=1 d=0.20089 t=2113
shi 	是	c=22 d=2.91906 t=2113
shi bu shi 	是不是	c=4 d=0.638284 t=2113
shi fang 	释放	c=1 d=0.166127 t=2113
shi hou 	时候	c=0 d=0.0733447 t=2113
shi jian 	实践	c=5 d=0.0582904 t=2113
shi jian 	时间	c=3 d=0.558449 t=2113
shi jie 	世界	c=5 d=0.749263 t=2113
shi mian 	市面	c=1 d=0.256661 t=2113
shi qing 	事情	c=1 d=0.0614212 t=2113
shi ya 	是呀	c=1 d=0.514274 t=2113
shi zong 	失踪	c=1 d=0.0816756 t=2113
shou 	受	c=0 d=0.00114473 t=2113
shou 	手	c=1 d=0.0294518 t=2113
shou chao ben 	手抄本	c=1 d=0.0116203 t=2113
shou chao ben 	手炒本	c=1 d=0.0115624 t=2113
shou dao 	收到	c=1 d=0.107528 t=2113
shou du 	首都	c=1 d=0.307279 t=2113
shou ji 	手机	c=4 d=0.197114 t=2113
shou nue 	受虐	c=0 d=0.0256661 t=2113
shou nue kuang 	受虐狂	c=1 d=0.257947 t=2113
shu 	书	c=2 d=0.0304893 t=2113
shu fu 	束缚	c=1 d=0.162026 t=2113
shu fu 	舒服	c=1 d=0.0916297 t=2113
shu ju ku 	数据库	c=1 d=0.103312 t=2113
shu ru 	输入	c=5 d=3.63053 t=2113
shu ru fa 	输入法	c=14 d=8.49753 t=2113
shuang 	双	c=1 d=0.640824 t=2113
shui 	谁	c=0 d=0.00728029 t=2113
shui jiao 	睡觉	c=1 d=0.0356146 t=2113
shui yi 	睡衣	c=2 d=1.77856 t=2113
shui zhi dao 	谁知道	c=1 d=0.0199405 t=2113
shuo 	说	c=13 d=1.71405 t=2113
shuo ming 	说明	c=0 d=0.0970446 t=2113
shuo shuo 	说说	c=5 d=1.1121 t=2113
si 	死	c=2 d=0.161357 t=2113
si ji 	司机	c=0 d=0.00167392 t=2113
si ming 	死命	c=1 d=0.276651 t=2113
si tiao 	四条	c=0 d=0.0694647 t=2113
si tiao tui 	四条腿	c=2 d=0.701629 t=2113
si tiao tui 	四条退	c=1 d=0.348192 t=2113
si xiang 	思想	c=1 d=0.465334 t=2113
song 	送	c=4 d=0.0987324 t=2113
sou gou 	搜狗	c=2 d=1.87203 t=2113
sou suo 	搜索	c=1 d=0.38868 t=2113
su du 	速度	c=1 d=0.0167392 t=2113
suo yi 	所以	c=1 d=0.0127147 t=2113
ta 	他	c=17 d=4.60487 t=2113
tai 	太	c=7 d=1.48803 t=2113
tai chou le 	太臭了	c=1 d=0.927743 t=2113
tai ruo 	太弱	c=1 d=0.127454 t=2113
tai zhou 	台州	c=1 d=0.024234 t=2113
tao bao 	淘宝	c=2 d=0.613081 t=2113
tao chu 	掏出	c=1 d=0.308819 t=2113
tao yan 	讨厌	c=2 d=0.653811 t=2113
tao yan si 	讨厌死	c=1 d=0.316637 t=2113
te chan 	特产	c=1 d=0.382893 t=2113
ti chu 	剔除	c=1 d=0.0105145 t=2113
ti huan 	替换	c=1 d=0.985112 t=2113
ti shen 	提神	c=0 d=0.00235177 t=2113
ti shen xing nao 	提神醒脑	c=1 d=0.0236356 t=2113
ti shi 	提示	c=1 d=0.806541 t=2113
ti xing 	提醒	c=1 d=0.946485 t=2113
tian 	天	c=1 d=0.00852289 t=2113
tian an men 	天安门	c=1 d=0.341298 t=2113
tian jia 	添加	c=1 d=0.878095 t=2113
tian qi 	天气	c=5 d=2.92801 t=2113
tian qi yu bai 	天气与白	c=1 d=1 t=2102
tian tang 	天堂	c=2 d=0.190267 t=2113
tian ti 	天梯	c=3 d=1.1015 t=2113
tian tian 	天天	c=1 d=0.985112 t=2113
ting 	挺	c=1 d=0.214381 t=2113
ting dao 	听到	c=1 d=0.0528657 t=2113
ting hao 	挺好	c=1 d=0.0131675 t=2113
ting shuo 	听说	c=2 d=0.879865 t=2113
tong guo 	通过	c=1 d=0.17552 t=2113
tou 	头	c=2 d=0.244761 t=2113
tou xin liang 	透心凉	c=1 d=0.771052 t=2113
tu 	图	c=1 d=0.0124629 t=2113
tu 	途	c=0 d=0.0486752 t=2113
tu hao 	土豪	c=1 d=0.109154 t=2113
tui 	腿	c=0 d=0.0348192 t=2113
tui 	退	c=3 d=2.53103 t=2113
tui xiao 	推销	c=1 d=0.0420036 t=2113
tuo zhan 	拓展	c=1 d=0.946485 t=2113
wa zi 	袜子	c=1 d=0.0137049 t=2113
wan 	万	c=2 d=1.67477 t=2113
wan 	玩	c=3 d=0.100549 t=2113
wan dan 	完蛋	c=1 d=0.56836 t=2113
wan quan 	完全	c=2 d=0.0381969 t=2113
wan shua 	玩耍	c=1 d=0.0448245 t=2113
wan wan 	玩玩	c=1 d=0.0186856 t=2113
wan yi er 	玩意儿	c=3 d=0.422704 t=2113
wang 	王	c=1 d=0.0237541 t=2113
wang 	网	c=2 d=0.248706 t=2113
wang dian 	网店	c=1 d=0.790571 t=2113
wang dian 	网点	c=1 d=0.985112 t=2113
wang hong 	网红	c=2 d=0.0424033 t=2113
wang le 	忘了	c=1 d=0.0753961 t=2113
wang luo 	网络	c=1 d=0.00951391 t=2113
wang ye 	网页	c=1 d=0.105399 t=2113
wang zhan 	网站	c=1 d=0.236928 t=2113
wei 	为	c=1 d=0.67368 t=2113
wei bo 	微博	c=1 d=0.00937227 t=2113
wei dao 	味道	c=1 d=0.882497 t=2113
wei kou 	胃口	c=1 d=0.0194482 t=2113
wei le 	为了	c=1 d=0.0547488 t=2113
wei ni 	为你	c=1 d=0.205975 t=2113
wei shen me 	为什么	c=3 d=0.793713 t=2113
wei xian 	危险	c=1 d=0.470011 t=2113
wei xie 	猥亵	c=1 d=0.357007 t=2113
wei xin 	威信	c=1 d=0.105928 t=2113
wei xin 	微信	c=1 d=0.106459 t=2113
wen 	问	c=2 d=0.582748 t=2113
wen dang 	文档	c=1 d=0.00843808 t=2113
wen hua 	文化	c=1 d=0.0784731 t=2113
wen jian 	文件	c=1 d=0.00856561 t=2113
wen ti 	问题	c=1 d=0.603506 t=2113
wo 	我	c=70 d=11.6367 t=2113
wo bu yao 	我不要	c=1 d=0.190139 t=2113
wo de 	我的	c=1 d=0.748264 t=2113
wu 	吴	c=1 d=0.121846 t=2113
wu liao 	无聊	c=2 d=0.216355 t=2113
wu mai 	雾霾	c=1 d=0.267135 t=2113
wu qiong wu jin 	无穷无尽	c=1 d=0.179066 t=2113
wu ru 	误入	c=0 d=0.0486752 t=2113
wu ru qi tu 	误入歧途	c=1 d=0.489192 t=2113
wu shi 	无视	c=1 d=0.0424257 t=2113
wu yong 	无用	c=1 d=0.0365162 t=2113
xi 	吸	c=1 d=0.0658748 t=2113
xi 	洗	c=1 d=0.918512 t=2113
xi guan xing 	习惯性	c=1 d=0.913931 t=2113
xi huan 	喜欢	c=4 d=0.583404 t=2113
xi kan 	细看	c=1 d=0.0277367 t=2113
xi shou jian 	洗手间	c=1 d=0.00895987 t=2113
xi tong 	系统	c=2 d=0.0438775 t=2113
xi wang 	希望	c=1 d=0.121238 t=2113
xia 	下	c=3 d=1.15733 t=2113
xia ban 	下班	c=1 d=0.035437 t=2113
xia ge yue 	下个月	c=1 d=0.031273 t=2113
xia lai 	下来	c=3 d=0.154543 t=2113
xia qu 	下去	c=1 d=0.00810722 t=2113
xia yu 	下雨	c=1 d=0.951229 t=2113
xia zhou 	下周	c=1 d=0.0459593 t=2113
xian 	先	c=2 d=0.12082 t=2113
xian 	线	c=0 d=0.0918512 t=2113
xian 	闲	c=2 d=0.191678 t=2113
xian dai 	现代	c=2 d=0.0434409 t=2113
xian shi 	显示	c=1 d=0.114178 t=2113
xian shi 	限时	c=1 d=0.0383884 t=2113
xian yu 	咸鱼	c=1 d=0.143704 t=2113
xian zai 	现在	c=2 d=0.828838 t=2113
xiang 	想	c=3 d=0.0842495 t=2113
xiang qi 	想起	c=1 d=0.418952 t=2113
xiang xia 	向下	c=0 d=0.00150707 t=2113
xiao 	小	c=1 d=0.234591 t=2113
xiao de 	晓得	c=0 d=0.000941925 t=2113
xiao huo zi 	小伙子	c=1 d=0.130029 t=2113
xiao lang hao 	小狼毫	c=1 d=0.927743 t=2113
xiao mi 	小米	c=1 d=0.144424 t=2113
xiao qi 	小气	c=2 d=0.674117 t=2113
xiao qian 	消遣	c=1 d=0.110251 t=2113
xiao qing xin 	小清新	c=1 d=0.0300468 t=2113
xiao shi 	消失	c=1 d=0.603506 t=2113
xiao zi 	小子	c=1 d=0.0658748 t=2113
xiao zong zi 	小粽子	c=3 d=1.04488 t=2113
xie e 	邪恶	c=1 d=0.158817 t=2113
xie nian 	邪念	c=2 d=0.604906 t=2113
xie zi 	鞋子	c=1 d=0.146607 t=2113
xin 	心	c=1 d=0.873716 t=2113
xin 	新	c=1 d=0.101556 t=2113
xin ban ben 	新版本	c=1 d=0.10435 t=2113
xin wen 	新闻	c=1 d=0.0294518 t=2113
xin zhong 	心中	c=2 d=0.887633 t=2113
xing 	醒	c=0 d=0.00235177 t=2113
xing gan 	性感	c=1 d=0.960789 t=2113
xing guan 	行管	c=2 d=0.0197058 t=2113
xing ming 	姓名	c=1 d=0.170333 t=2113
xing qi 	星期	c=1 d=0.0192252 t=2113
xing zheng 	行政	c=2 d=0.0201039 t=2113
xing zhi 	性质	c=3 d=0.256542 t=2113
xiu 	秀	c=0 d=0.00218184 t=2113
xiu en ai 	秀恩爱	c=1 d=0.0219278 t=2113
xiu xi 	休息	c=1 d=0.154124 t=2113
xu yi 	蓄意	c=1 d=0.135335 t=2113
xue 	学	c=2 d=0.164517 t=2113
xue 	雪	c=1 d=0.122456 t=2113
ya 	丫	c=4 d=0.125914 t=2113
ya 	鸭	c=0 d=0.00285814 t=2113
ya gen 	压根	c=1 d=0.116484 t=2113
yan ji 	演技	c=1 d=0.0224829 t=2113
yan jiu 	研究	c=1 d=0.168638 t=2113
yan jiu sheng 	研究生	c=2 d=0.0198046 t=2113
yan zhong 	严重	c=1 d=0.382893 t=2113
yang zi 	样子	c=1 d=0.831104 t=2113
yao 	要	c=13 d=2.73798 t=2113
yao bu yao 	要不要	c=1 d=0.0284388 t=2113
yao lan 	摇篮	c=1 d=0.154124 t=2113
yao me 	要么	c=2 d=0.188384 t=2113
yao ni 	要你	c=1 d=0.0515605 t=2113
yao shi 	要是	c=1 d=0.0590129 t=2113
yao si 	要死	c=1 d=0.120032 t=2113
ye 	也	c=15 d=3.69763 t=2113
ye 	页	c=2 d=1.58909 t=2113
ye shi 	也是	c=3 d=0.473237 t=2113
yi 	一	c=2 d=1.56559 t=2113
yi ben 	一本	c=1 d=0.100259 t=2113
yi bu xiao xin 	一不小心	c=2 d=0.953737 t=2113
yi da dui 	一大堆	c=1 d=0.0378169 t=2113
yi dan 	一旦	c=2 d=0.246161 t=2113
yi dian 	一点	c=1 d=0.904837 t=2113
yi ding 	一定	c=2 d=0.394554 t=2113
yi dong 	移动	c=2 d=0.0795515 t=2113
yi fu 	衣服	c=4 d=1.61436 t=2113
yi ge 	一个	c=5 d=1.46572 t=2113
yi ge yue 	一个月	c=1 d=0.941765 t=2113
yi hou 	以后	c=1 d=0.499074 t=2113
yi hui 	一会	c=1 d=0.895834 t=2113
yi ji 	一击	c=0 d=0.00129715 t=2113
yi ji nan 	一击男	c=1 d=0.0130365 t=2113
yi jian 	一件	c=1 d=0.995012 t=2113
yi jian 	一见	c=0 d=0.0222017 t=2113
yi jian dao 	一见到	c=1 d=0.22313 t=2113
yi jing 	已经	c=3 d=0.915225 t=2113
yi kan 	一看	c=1 d=0.65377 t=2113
yi lie 	一列	c=1 d=0.479505 t=2113
yi qi 	一起	c=3 d=1.01322 t=2113
yi qie 	一切	c=1 d=0.0426384 t=2113
yi sheng 	一声	c=1 d=0.0480747 t=2113
yi wei shen chang 	意味深长	c=1 d=0.540641 t=2113
yi xia 	一下	c=4 d=1.54369 t=2113
yi xie 	一些	c=1 d=0.00909528 t=2113
yi xing qi 	一星期	c=1 d=0.0323869 t=2113
yi yan 	一眼	c=0 d=0.00269169 t=2113
yi yang 	一样	c=4 d=1.39115 t=2113
yi ye 	一页	c=1 d=0.778801 t=2113
yi zhi 	一直	c=2 d=0.157351 t=2113
yin zhao 	阴招	c=1 d=0.12938 t=2113
ying gai 	应该	c=6 d=3.06306 t=2113
ying wen 	英文	c=13 d=7.75525 t=2113
ying xiong 	英雄	c=1 d=0.0880368 t=2113
yong 	勇	c=1 d=0.0257325 t=2113
yong 	用	c=6 d=2.00476 t=2113
yong yuan 	永远	c=1 d=0.164474 t=2113
you 	又	c=9 d=2.87334 t=2113
you 	有	c=6 d=1.07433 t=2113
you hui quan 	优惠券	c=4 d=1.7272 t=2113
you shi 	又是	c=1 d=0.0227089 t=2113
you yi ku 	优衣库	c=2 d=0.6413 t=2113
yu 	与	c=0 d=0.1 t=2101
yu bao 	预报	c=2 d=1.5608 t=2113
yu kuai 	愉快	c=1 d=0.0443785 t=2113
yu ni 	与你	c=1 d=0.433874 t=2113
yu wang 	欲望	c=1 d=0.160414 t=2113
yu xian yu si 	欲仙欲死	c=1 d=0.0925506 t=2113
yu yan 	语言	c=8 d=0.0966707 t=2113
yuan 	元	c=1 d=0.71177 t=2113
yuan lai 	原来	c=1 d=0.429557 t=2113
yuan li 	原理	c=0 d=0.00151463 t=2113
yuan yin 	原因	c=1 d=0.00895987 t=2113
yue 	月	c=2 d=0.220798 t=2113
yue lai yue 	越来越	c=1 d=0.018968 t=2113
yue pao 	约炮	c=1 d=0.0236356 t=2113
yun 	云	c=2 d=0.0782705 t=2113
yun 	晕	c=1 d=0.144424 t=2113
yun fei 	运费	c=1 d=0.70822 t=2113
za 	咋	c=3 d=0.766681 t=2113
zai 	再	c=3 d=0.235108 t=2113
zai 	在	c=8 d=0.797488 t=2113
zai shuo 	再说	c=1 d=0.122456 t=2113
zan qian 	攒钱	c=1 d=0.0898153 t=2113
zang mu 	脏牧	c=3 d=0.0425953 t=2113
zang song 	葬送	c=1 d=0.519442 t=2113
zang zei 	脏贼	c=2 d=0.031097 t=2113
zao 	早	c=1 d=0.0769192 t=2113
zao 	造	c=6 d=0.87351 t=2113
zen 	怎	c=1 d=0.416862 t=2113
zen m 	怎呒	c=4 d=0.772048 t=2113
zen me 	怎么	c=5 d=0.361216 t=2113
zeng qiang 	增强	c=1 d=0.0957404 t=2113
zeng qiang bao 	增强包	c=1 d=0.891366 t=2113
zha bu zha 	炸不炸	c=1 d=0.207008 t=2113
zha nan 	渣男	c=1 d=0.0232837 t=2113
zhan shi 	战士	c=1 d=0.0153752 t=2113
zhang 	张	c=2 d=1.68316 t=2113
zhao 	找	c=2 d=0.755784 t=2113
zhao 	招	c=1 d=0.0480747 t=2113
zhao 	照	c=1 d=0.927743 t=2113
zhao hu 	招呼	c=1 d=0.496585 t=2113
zhao jiu wan wu 	朝九晚五	c=1 d=0.0391639 t=2113
zhao ni 	找你	c=1 d=0.0441572 t=2113
zhao pian 	照片	c=1 d=0.29671 t=2113
zhao piao 	找票	c=1 d=0.29523 t=2113
zhao shi 	找屎	c=1 d=0.251579 t=2113
zhao zhe 	罩着	c=1 d=0.268474 t=2113
zhe 	这	c=9 d=3.82866 t=2113
zhe ge 	这个	c=3 d=0.266595 t=2113
zhe gu 	这股	c=1 d=0.163654 t=2113
zhe jiao 	这叫	c=1 d=0.355226 t=2113
zhe li 	这里	c=2 d=0.638273 t=2113
zhe me 	这么	c=3 d=0.270205 t=2113
zhe shi 	这是	c=2 d=0.335577 t=2113
zhe shuo ming 	这说明	c=1 d=0.97531 t=2113
zhe yang 	这样	c=2 d=1.02222 t=2113
zhe yang ma 	这样吗	c=1 d=0.235746 t=2113
zhe zhong 	这种	c=5 d=0.662235 t=2113
zhe zhong zuo 	这种做	c=1 d=0.053397 t=2113
zhe zhou 	这周	c=1 d=0.044601 t=2113
zhen 	真	c=1 d=0.33454 t=2113
zhen de 	真的	c=0 d=0.0970446 t=2113
zhen de yao 	真的要	c=1 d=0.97531 t=2113
zhen duo 	真多	c=1 d=0.185444 t=2113
zhen shi 	真是	c=2 d=0.307279 t=2113
zheng chang 	正常	c=1 d=0.071719 t=2113
zheng ge 	整个	c=5 d=1.98484 t=2113
zheng ge ren 	整个人	c=1 d=0.0113902 t=2113
zheng jiu 	拯救	c=1 d=0.18452 t=2113
zheng yan 	睁眼	c=0 d=0.00728029 t=2113
zhi 	之	c=1 d=0.0441572 t=2113
zhi 	只	c=2 d=0.118934 t=2113
zhi bo 	直播	c=6 d=0.952886 t=2113
zhi dao 	知道	c=3 d=0.875728 t=2113
zhi dao bu zhi dao 	知道不知道	c=1 d=0.379083 t=2113
zhi fa 	执法	c=1 d=0.08291 t=2113
zhi lu 	之路	c=5 d=0.0585826 t=2113
zhi neng 	只能	c=2 d=0.00918669 t=2113
zhi qian 	之前	c=1 d=0.0216013 t=2113
zhi shi 	只是	c=3 d=0.708613 t=2113
zhi yao 	只要	c=1 d=0.017953 t=2113
zhong 	中	c=1 d=0.0804596 t=2113
zhong duan 	终端	c=1 d=0.410656 t=2113
zhong kou wei 	中口味	c=1 d=0.0235177 t=2113
zhong qiu 	中秋	c=1 d=0.0228227 t=2113
zhong yu 	终于	c=1 d=0.56836 t=2113
zhong zhou yun 	中州韵	c=3 d=1.78123 t=2113
zhou 	胄	c=1 d=0.546074 t=2113
zhou yi 	周一	c=2 d=0.173025 t=2113
zhou yong 	周勇	c=1 d=0.0193512 t=2113
zhu 	住	c=2 d=0.192142 t=2113
zhu dong 	主动	c=1 d=0.232236 t=2113
zhu shou 	住手	c=1 d=0.0295994 t=2113
zhu ti 	猪蹄	c=1 d=0.0250972 t=2113
zhu yao 	主要	c=2 d=0.948677 t=2113
zhu yi 	注意	c=1 d=0.909373 t=2113
zhua qu 	抓去	c=1 d=0.371577 t=2113
zhuan ye 	专业	c=2 d=0.025836 t=2113
zhuang bi 	装比	c=2 d=0.0753898 t=2113
zhuang bi 	装逼	c=1 d=0.0413782 t=2113
zhuang kuang 	状况	c=2 d=0.946485 t=2113
zi 	字	c=1 d=0.064894 t=2113
zi 	自	c=0 d=0.00150707 t=2113
zi ding xiang xia 	自顶向下	c=1 d=0.0151463 t=2113
zi ji 	自己	c=5 d=1.31535 t=2113
zong 	粽	c=3 d=0.173373 t=2113
zong zi 	粽子	c=1 d=0.351123 t=2113
zu cheng 	组成	c=0 d=0.00151463 t=2113
zu cheng yuan li 	组成原理	c=1 d=0.0152222 t=2113
zu zhi 	阻止	c=2 d=0.789147 t=2113
zui chi 	最迟	c=1 d=0.0219278 t=2113
zui hao 	最好	c=1 d=0.621885 t=2113
zui hou 	最后	c=0 d=0.0852144 t=2113
zuo 	做	c=6 d=1.12655 t=2113
zuo lao 	坐牢	c=3 d=1.20327 t=2113
zuo sha 	做啥	c=2 d=0.046512 t=2113
zuo tian 	昨天	c=1 d=0.814647 t=2113
zuo you 	左右	c=1 d=0.0137049 t=2113
